alias,canonical_id,alias_type,confidence,source
VP/DMAPA Acrylates Copolymer,vp_dmapa_acrylates_copolymer,inci,high,KCIA 표준화명칭목록 2026-06-30
Withania Somnifera Root Extract,withania_somnifera_root_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Xanthophylls,xanthophylls,inci,high,KCIA 표준화명칭목록 2026-06-30
Yeast Extract,yeast_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Zanthoxylum Piperitum Fruit Extract,zanthoxylum_piperitum_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Zea Mays (Corn) Kernel Extract,zea_mays_corn_kernel_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Zea Mays (Corn) Oil,zea_mays_corn_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Zeolite,zeolite,inci,high,KCIA 표준화명칭목록 2026-06-30
Zinc Oxide,zinc_oxide,inci,high,KCIA 표준화명칭목록 2026-06-30
Zingiber Officinale (Ginger) Root Oil,zingiber_officinale_ginger_root_oil,inci,high,KCIA 표준화명칭목록 2026-06-30
Ziziphus Jujuba Fruit Extract,ziziphus_jujuba_fruit_extract,inci,high,KCIA 표준화명칭목록 2026-06-30
Zizyphus Jujuba Fruit Extract,ziziphus_jujuba_fruit_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
가시대나무가루,bambusa_arundinacea_stem_powder,synonym,high,KCIA 표준화명칭목록 2026-06-30
가시대나무줄기가루,bambusa_arundinacea_stem_powder,ko,high,KCIA 표준화명칭목록 2026-06-30
가시대나무줄기추출물,bambusa_arundinacea_stem_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
가시대나무추출물,bambusa_arundinacea_stem_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
가시칠엽수씨추출물,aesculus_hippocastanum_horse_chestnut_seed_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
가시칠엽수추출물,aesculus_hippocastanum_horse_chestnut_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
가지열매추출물,solanum_melongena_eggplant_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
가지추출물,solanum_melongena_eggplant_fruit_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
갈고리가시우무추출물,hypnea_musciformis_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
갈락토아라비난,galactoarabinan,ko,high,KCIA 표준화명칭목록 2026-06-30
갈락토아란비난,galactoarabinan,synonym,high,KCIA 표준화명칭목록 2026-06-30
갈란가뿌리추출물,kaempferia_galanga_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
갈랑가뿌리추출물,kaempferia_galanga_root_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
갈바눔수지오일,ferula_galbaniflua_galbanum_resin_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
갈조류엽상체추출물,padina_pavonica_thallus_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
감나무잎추출물,diospyros_kaki_leaf_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
감마-노나락톤,gamma_nonalactone,ko,high,KCIA 표준화명칭목록 2026-06-30
감마-운데카락톤,gamma_undecalactone,ko,high,KCIA 표준화명칭목록 2026-06-30
감추출물,diospyros_kaki_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
감태추출물,ecklonia_cava_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
개똥쑥추출물,artemisia_annua_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
검양옻나무열매왁스,rhus_succedanea_fruit_wax,ko,high,KCIA 표준화명칭목록 2026-06-30
검은뽕나무열매추출물,morus_nigra_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
검정콩추출물,glycine_max_soybean_seed_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
겐티아나뿌리추출물,gentiana_lutea_root_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
겔리듐 카르틸라기네움추출물,gelidium_cartilagineum_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
겔리디엘라 아케로사추출물,gelidiella_acerosa_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
고구마뿌리추출물,ipomoea_batatas_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
고구마추출물,ipomoea_batatas_root_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
고삼뿌리추출물,sophora_flavescens_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
과라나씨추출물,paullinia_cupana_seed_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
과물시계꽃열매추출물,passiflora_edulis_fruit_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
광곽향오일,pogostemon_cablin_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
광곽향잎오일,pogostemon_cablin_leaf_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
구기자추출물,lycium_chinense_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
구름버섯추출물,trametes_versicolor_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
구아검,cyamopsis_tetragonoloba_guar_gum,ko,high,KCIA 표준화명칭목록 2026-06-30
구아바열매추출물,psidium_guajava_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
구아바추출물,psidium_guajava_fruit_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
구아이아줄렌,guaiazulene,ko,high,KCIA 표준화명칭목록 2026-06-30
구주소나무잎오일,pinus_sylvestris_leaf_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
귀리겨추출물,avena_sativa_oat_bran_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
귀리단백질추출물,avena_sativa_oat_protein_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
귀리커넬오일,avena_sativa_oat_kernel_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
귀리펩타이드,avena_sativa_oat_peptide,ko,high,KCIA 표준화명칭목록 2026-06-30
규조토,diatomaceous_earth,ko,high,KCIA 표준화명칭목록 2026-06-30
귤껍질추출물,citrus_unshiu_peel_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
글라이옥살,glyoxal,ko,high,KCIA 표준화명칭목록 2026-06-30
글라이코리피드,glycolipids,ko,high,KCIA 표준화명칭목록 2026-06-30
글라이코스핑고리피드,glycosphingolipids,ko,high,KCIA 표준화명칭목록 2026-06-30
글라이코실트레할로스,glycosyl_trehalose,synonym,high,KCIA 표준화명칭목록 2026-06-30
글라이코실트레할로오스,glycosyl_trehalose,ko,high,KCIA 표준화명칭목록 2026-06-30
글라이코프로테인,glycoproteins,ko,high,KCIA 표준화명칭목록 2026-06-30
글라이콜스테아레이트,glycol_stearate,ko,high,KCIA 표준화명칭목록 2026-06-30
글루코닉애씨드,gluconic_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
글루코만난,glucomannan,ko,high,KCIA 표준화명칭목록 2026-06-30
글루코사민에이치씨엘,glucosamine_hcl,ko,high,KCIA 표준화명칭목록 2026-06-30
글루코오스옥시다아제,glucose_oxidase,ko,high,KCIA 표준화명칭목록 2026-06-30
글루타민,glutamine,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세레스-25피씨에이아이소스테아레이트,glycereth_25_pca_isostearate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세레스-25피씨에이이소스테아레이트,glycereth_25_pca_isostearate,synonym,high,KCIA 표준화명칭목록 2026-06-30
글리세레스-2코코에이트,glycereth_2_cocoate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴다이베헤네이트,glyceryl_dibehenate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴다이올리에이트,glyceryl_dioleate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴디베헤네이트,glyceryl_dibehenate,synonym,high,KCIA 표준화명칭목록 2026-06-30
글리세릴디올리에이트,glyceryl_dioleate,synonym,high,KCIA 표준화명칭목록 2026-06-30
글리세릴라우레이트,glyceryl_laurate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴리놀리네이트,glyceryl_linolenate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴리놀리에이트,glyceryl_linoleate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴리시놀리에이트,glyceryl_ricinoleate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴베헤네이트,glyceryl_behenate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴베헤네이트/에이코사디오에이트,glyceryl_behenate_eicosadioate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴아이소스테아레이트,glyceryl_isostearate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴올리에이트시트레이트,glyceryl_oleate_citrate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴운데실레네이트,glyceryl_undecylenate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴운데실리네이트,glyceryl_undecylenate,synonym,high,KCIA 표준화명칭목록 2026-06-30
글리세릴이소스테아레이트,glyceryl_isostearate,synonym,high,KCIA 표준화명칭목록 2026-06-30
글리세릴카프릴레이트/카프레이트,glyceryl_caprylate_caprate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴폴리메타크릴레이트,glyceryl_polymethacrylate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리세릴폴리아크릴레이트,glyceryl_polyacrylate,ko,high,KCIA 표준화명칭목록 2026-06-30
글리시레티닉애씨드,glycyrrhetinic_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
글리옥살,glyoxal,synonym,high,KCIA 표준화명칭목록 2026-06-30
금은화추출물,lonicera_japonica_honeysuckle_flower_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
금콜로이드,colloidal_gold,ko,high,KCIA 표준화명칭목록 2026-06-30
기가르티나 스텔라타추출물,gigartina_stellata_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
기가티나 스텔라타추출물,gigartina_stellata_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
기름야자오일,elaeis_guineensis_palm_oil,synonym,high,KCIA 표준화명칭목록 2026-06-30
꽃생강뿌리추출물,hedychium_coronarium_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
꽃생강추출물,hedychium_coronarium_root_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
나이아신,niacin,ko,high,KCIA 표준화명칭목록 2026-06-30
나이트블루밍세레우스꽃추출물,cereus_grandiflorus_cactus_flower_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
낫토검,natto_gum,ko,high,KCIA 표준화명칭목록 2026-06-30
네오펜틸글라이콜다이에틸헥사노에이트,neopentyl_glycol_diethylhexanoate,ko,high,KCIA 표준화명칭목록 2026-06-30
네오펜틸글라이콜다이카프릴레이트/다이카프레이트,neopentyl_glycol_dicaprylate_dicaprate,ko,high,KCIA 표준화명칭목록 2026-06-30
네오펜틸글라이콜디에칠헥사노에이트,neopentyl_glycol_diethylhexanoate,synonym,high,KCIA 표준화명칭목록 2026-06-30
네오펜틸글라이콜디카프릴레이트/디카프레이트,neopentyl_glycol_dicaprylate_dicaprate,synonym,high,KCIA 표준화명칭목록 2026-06-30
노나펩타이드-1,nonapeptide_1,ko,high,KCIA 표준화명칭목록 2026-06-30
노니열매추출물,morinda_citrifolia_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
노티드랙추출물,ascophyllum_nodosum_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
녹나무껍질오일,cinnamomum_camphora_camphor_bark_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
녹두씨추출물,phaseolus_radiatus_seed_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
녹두추출물,phaseolus_radiatus_seed_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
니코틴아마이드모노뉴클레오타이드,nicotinamide_mononucleotide,ko,high,KCIA 표준화명칭목록 2026-06-30
다마스크장미꽃수,rosa_damascena_flower_water,ko,high,KCIA 표준화명칭목록 2026-06-30
다마스크장미꽃추출물,rosa_damascena_flower_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
다마스크장미추출물,rosa_damascena_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
다이-C12-13알킬타트레이트,di_c12_13_alkyl_tartrate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이글루코실갈릭애씨드,diglucosyl_gallic_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
다이데실다이모늄클로라이드,didecyldimonium_chloride,ko,high,KCIA 표준화명칭목록 2026-06-30
다이라우릴티오다이프로피오네이트,dilauryl_thiodipropionate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이리놀레익애씨드/부테인다이올코폴리머,dilinoleic_acid_butanediol_copolymer,ko,high,KCIA 표준화명칭목록 2026-06-30
다이머다이리놀레일다이머다이리놀리에이트,dimer_dilinoleyl_dimer_dilinoleate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이머디리놀레일다이머디리놀리에이트,dimer_dilinoleyl_dimer_dilinoleate,synonym,high,KCIA 표준화명칭목록 2026-06-30
다이메톡시톨릴프로필레조시놀,dimethoxytolyl_propylresorcinol,ko,high,KCIA 표준화명칭목록 2026-06-30
다이메티콘/페닐비닐다이메티콘크로스폴리머,dimethicone_phenyl_vinyl_dimethicone_crosspolymer,ko,high,KCIA 표준화명칭목록 2026-06-30
다이메티콘/폴리글리세린-3크로스폴리머,dimethicone_polyglycerin_3_crosspolymer,ko,high,KCIA 표준화명칭목록 2026-06-30
다이메티콘실릴레이트,dimethicone_silylate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이메티콘크로스폴리머-3,dimethicone_crosspolymer_3,ko,high,KCIA 표준화명칭목록 2026-06-30
다이메티콘피이지-7포스페이트,dimethicone_peg_7_phosphate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이메티콘피이지-8메도우포메이트,dimethicone_peg_8_meadowfoamate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이메틸메톡시크로만올,dimethylmethoxy_chromanol,ko,high,KCIA 표준화명칭목록 2026-06-30
다이메틸설폰,dimethyl_sulfone,ko,high,KCIA 표준화명칭목록 2026-06-30
다이메틸엠이에이,dimethyl_mea,ko,high,KCIA 표준화명칭목록 2026-06-30
다이메틸페네틸아세테이트,dimethyl_phenethyl_acetate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이부틸라우로일글루타마이드,dibutyl_lauroyl_glutamide,ko,high,KCIA 표준화명칭목록 2026-06-30
다이부틸에틸헥사노일글루타마이드,dibutyl_ethylhexanoyl_glutamide,ko,high,KCIA 표준화명칭목록 2026-06-30
다이비닐다이메티콘/다이메티콘코폴리머,divinyldimethicone_dimethicone_copolymer,ko,high,KCIA 표준화명칭목록 2026-06-30
다이세틸다이모늄클로라이드,dicetyldimonium_chloride,ko,high,KCIA 표준화명칭목록 2026-06-30
다이세틸포스페이트,dicetyl_phosphate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이소듐2-설포라우레이트,disodium_2_sulfolaurate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이소듐라우레스설포석시네이트,disodium_laureth_sulfosuccinate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이소듐라우릴설포석시네이트,disodium_lauryl_sulfosuccinate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이소듐아세틸글루코사민포스페이트,disodium_acetyl_glucosamine_phosphate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이소듐코코암포다이아세테이트,disodium_cocoamphodiacetate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이소듐코코일글루타메이트,disodium_cocoyl_glutamate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이소듐피이지-12다이메티콘설포석시네이트,disodium_peg_12_dimethicone_sulfosuccinate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이스타치포스페이트,distarch_phosphate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이스테아레스-75아이피디아이,disteareth_75_ipdi,ko,high,KCIA 표준화명칭목록 2026-06-30
다이스테아로일에틸다이모늄클로라이드,distearoylethyl_dimonium_chloride,ko,high,KCIA 표준화명칭목록 2026-06-30
다이스테아릴다이모늄클로라이드,distearyldimonium_chloride,ko,high,KCIA 표준화명칭목록 2026-06-30
다이실록세인,disiloxane,ko,high,KCIA 표준화명칭목록 2026-06-30
다이아이소스테아로일폴리글리세릴-3다이머다이리놀리에 이트,diisostearoyl_polyglyceryl_3_dimer_dilinoleate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이아이소프로필아디페이트,diisopropyl_adipate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이에톡시에틸석시네이트,diethoxyethyl_succinate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이에틸헥실석시네이트,diethylhexyl_succinate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이팔미토일하이드록시프롤린,dipalmitoyl_hydroxyproline,ko,high,KCIA 표준화명칭목록 2026-06-30
다이페닐다이메티콘,diphenyl_dimethicone,ko,high,KCIA 표준화명칭목록 2026-06-30
다이페닐다이메티콘/비닐다이페닐다이메티콘/실세스퀴옥 세인크로스폴리머,diphenyl_dimethicone_vinyl_diphenyl_dimethicone_silses_kcia_5238,ko,high,KCIA 표준화명칭목록 2026-06-30
다이펜타에리스리틸테트라하이드록시스테아레이트/테트라 아이소스테아레이트,dipentaerythrityl_tetrahydroxystearate_tetraisostearate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이펜타에리스리틸헥사카프릴레이트/헥사카프레이트,dipentaerythrityl_hexacaprylate_hexacaprate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테 아레이트/헥사로지네이트,dipentaerythrityl_hexahydroxystearate_hexastearate_hexarosinate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이펩타이드-2,dipeptide_2,ko,high,KCIA 표준화명칭목록 2026-06-30
다이펩타이드다이아미노부티로일벤질아마이드다이아세테 이트,dipeptide_diaminobutyroyl_benzylamide_diacetate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이포타슘포스페이트,dipotassium_phosphate,ko,high,KCIA 표준화명칭목록 2026-06-30
다이하이드록시아세톤,dihydroxyacetone,ko,high,KCIA 표준화명칭목록 2026-06-30
다이헵틸석시네이트,diheptyl_succinate,ko,high,KCIA 표준화명칭목록 2026-06-30
단향오일,santalum_album_sandalwood_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
달맞이꽃꽃추출물,oenothera_biennis_evening_primrose_flower_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
달맞이꽃추출물,oenothera_biennis_evening_primrose_flower_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
달팽이점액여과물,snail_secretion_filtrate,ko,high,KCIA 표준화명칭목록 2026-06-30
당귀추출물,angelica_gigas_root_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
당근씨오일,daucus_carota_sativa_carrot_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
당근전초추출물,daucus_carota_sativa_carrot_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
당아욱꽃추출물,malva_sylvestris_mallow_flower_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
대나무수,bambusa_vulgaris_water,synonym,high,KCIA 표준화명칭목록 2026-06-30
대나무잎추출물,bambusa_vulgaris_leaf_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
대나무추출물,bambusa_vulgaris_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
대두폴리펩타이드,glycine_max_soybean_polypeptide,synonym,high,KCIA 표준화명칭목록 2026-06-30
대왕소나무잎추출물,pinus_palustris_leaf_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
대왕송잎추출물,pinus_palustris_leaf_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
대추추출물,ziziphus_jujuba_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
더덕뿌리추출물,codonopsis_lanceolata_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
더덕추출물,codonopsis_lanceolata_root_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
더매스트오크열매추출물,quercus_petraea_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
